コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
bgmPlay,nichijou02,,,,,,,
back,広間（夜）,,,,,,,
fadeout,2,,,,,,,
send,,,,,,,"苦しそうな表情のまま、酉助は
広間を出ていった。",広間（夜）
send,,源七,通常,パターン1,中央,膝上,"「気にしなくていいぞ。
あいつの気持ちはよくわかる」",
send,,源七,通常,パターン1,中央,膝上,「だいぶ酉助に思われてるな、沙夜」,
draw,,源七,通常,パターン1,中央,膝上,,
send,,沙夜,,パターン1,,,「え!?」,
draw,,辰己,通常,パターン1,左,膝上,,
send,,卯太郎,照,パターン1,右,膝上,"「沙夜が酉助さんに
とられちゃったなー」",
draw,,卯太郎,照,パターン1,右,膝上,,
send,,辰己,通常,パターン1,左,膝上,"「あんなに必死な酉助さん初めて
見た」",
send,,辰己,通常,パターン1,中央,膝上,"「とりあえず、おまえはこれからも
俺たちについてくるんだろ？」",
choice,4,,,,,,酉助さんは,
choice,3,,,,,,良かったのでしょうか,
choice,6,,,,,,はい,
send,,辰己,通常,パターン1,中央,膝上,"「それなら、酉助さんにお前の
気持ちをちゃんと伝えてこいよ」",
draw,,辰己,通常,パターン1,左,膝上,,
send,,源七,通常,パターン1,右,膝上,"「あいつの気持ちも聞いてやれ。
ふたりでよく話してこい」",
draw,,辰己,通常,パターン1,左,膝上,,
draw,,源七,通常,パターン1,右,膝上,,
send,,沙夜,,,,,「...わかりました」,
send,,,,,,,"3人とも、柔らかい表情を浮かべ、
沙夜を酉助の元へ向かわせた。",
fadein,2,,,,,,,
bgmstop,,,,,,,,
back,川（夜）,,,,,,,
bgmPlay,love,,,,,,,
fadeout,2,,,,,,,
send,,,,,,,"裏の川で庭を眺めていた酉助に
沙夜は声をかけた。",川（夜）
send,,沙夜,,,,,「酉助さん...」,
send,,酉助,通常,パターン1,中央,膝上,「沙夜ちゃん..どうかした？.」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「さっきの、私を消火に向かわせ
ないというお話なんですが...」",
send,,酉助,通常,パターン1,中央,膝上,"「...この前、沙夜ちゃんが大切って
言ったよね？」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「はい...」,
send,,酉助,通常,パターン1,中央,膝上,「それは本心なんだ」,
send,,酉助,哀,パターン1,中央,膝上,"「こんなに誰かを大切に思えたのは
初めてで、失いたくないって本気で
思った」",
send,,酉助,照,パターン1,中央,膝上,「俺の隣りにずっといてほしい」,
send,,酉助,照,パターン1,中央,膝上,「君のことが好きなんだ...」,
send,,酉助,汗,パターン1,中央,膝上,"「君に何かあったらって思うと、
不安なんだ」",
send,,酉助,汗,パターン1,中央,膝上,"「でも、[め組]の一員としてこの町を
守りたいって聞いて」",
send,,酉助,通常,パターン1,中央,膝上,"「君の意思を尊重したいとも
思った」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「酉助さん…」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「私も、酉助さんと同じくらい
酉助さんが大切で、すっとそばに
いれたらなって思ってました」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「いつの間にか、私も酉助さんを
好きになってました」",
draw,,酉助,照,パターン1,中央,腰上,,
send,,,,,,,"その瞬間、腕を引かれ、酉助に
抱きしめられていた。",
draw,,酉助,照,パターン1,中央,腰上,,
send,,沙夜,,,,,「ゆう、すけさん...?」,
send,,酉助,照,パターン1,中央,腰上,"「俺のこと好きって、言ってくれて
嬉しい...」",
send,,酉助,喜,パターン1,中央,腰上,"「君の気持ちがわかったら、迷いが
晴れたよ」",
send,,酉助,通常,パターン1,中央,腰上,"「今まで通り、消火活動には
出てもらう。でも、無理はしないこと」",
send,,酉助,通常,パターン1,中央,腰上,「決して俺のそばを離れないこと」,
send,,酉助,喜,パターン1,中央,腰上,"「俺が必ず君を守るから…
約束してくれる？」",
draw,,酉助,喜,パターン1,中央,腰上,,
send,,沙夜,,,,,「はい、約束します」,
send,,酉助,喜,パターン1,中央,腰上,「よかった」,
send,,,,,,,そういうと、優しく口づけした。,
send,,酉助,照,パターン1,中央,腰上,「もっとしたいけど、ちょっと我慢」,
send,,,,,,,"頬に手を添えて、優しくささやいた
酉助。",
draw,,酉助,照,パターン1,中央,腰上,,
send,,,,,,,"寄り添ってお互いの気持ちを
確かめ合っていたとき、広間から
源七の声が聞こえてきた。",
send,,酉助,喜,パターン1,中央,膝上,「行こうか」,
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,「はい」,
send,,,,,,,2人は手をとって歩き出した。,
sceneEnd,,,,,,,,
send,酉助さんは,辰己,通常,パターン1,,膝上,,
send,,沙夜,,,,,"「でも酉助さんは反対
みたいですから…」",
send,,辰己,呆,パターン1,中央,膝上,"「あの人がお前を心配して
言ってることくらい
わかってるだろ？」",
send,,辰己,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,「はい」,
return,,,,,,,,
draw,良かったのでしょうか,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「本当にこれでよかったので
しょうか？」",
send,,辰己,通常,パターン1,中央,膝上,「決めたこと後悔してんのか？」,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「いえ！後悔なんてしていません」,
return,,,,,,,,
draw,はい,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「はい」,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「私はみなさんのお役に
立ちたいんです！」",
return,,,,,,,,
