コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
bgmPlay,serious02,,,,,,,
back,主人公の部屋（夜）,,,,,,,
fadeout,1,,,,,,,
send,,,,,,,"翌日の晩。
沙夜は丙治に会いに行くという
辰己を送り出して部屋に戻った。",
send,,沙夜,,,,,"（うまく丙治さんを説得できると
良いんだけど……）",
send,,,,,,,"万一を考えてついていきたいと
言ったが、
辰己はそれを許さなかった。",
send,,沙夜,,,,,"（危ないからって、気にしてくれた
のはわかるんだけど……）",
send,,沙夜,,,,,"（やっぱり心配だし、源七さんに
伝えておこうかな……？）",
send,,,,,,,"沙夜はそう思い立つと、
すぐに部屋を出た。",
fadein,2,,,,,,,
back,庭（夜）,,,,,,,
fadeout,2,,,,,,,
send,,沙夜,,,,,"（源七さん……もう辰己さんから、
何か聞いてるのかな？
どこまで話して良いんだろう……）",
send,,,,,,,"廊下を渡りながらそんなことを
考える。",
send,,,,,,,"中庭に出たところで、
ふと妙な違和感に気づいた。",
send,,沙夜,,,,,"（なんか今、人の気配が
したような…？気のせいかな――）",
send,,,,,,,"沙夜が心中で不審感を
片付けようとした瞬間。",
bgmstop,,,,,,,,
send,,丙治,怒,パターン1,中央,膝上,「声を上げたら喉を切る」,
draw,,丙治,怒,パターン1,中央,膝上,,
send,,沙夜,,,,,（！！！）,
back,黒,,,,,,,
send,,,,,,,"背後から口を抑えられ、
そのまま沙夜の意識は
遠のいていった―――。",
send,,沙夜,,,,,"(……頭がぼんやりする……。
私、どうしたんだっけ……？)",
back,空き家,,,,,,,
bgmPlay,serious01,,,,,,,
fadeout,1,,,,,,,
draw,,丙治,通常,パターン1,中央,膝上,,
send,,,,,,,"沙夜がうっすらと瞼を開けると、
眼前で見慣れない",
draw,,丙治,通常,パターン1,中央,膝上,,
send,,,,,,,"しかし確かに見たことのある男が
こちらを見つめていた。",
draw,,丙治,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,(！！  ……へ、丙治さん……？),
send,,丙治,通常,パターン1,中央,膝上,"「悪いね。君には恨みも
何もないんだが」",
send,,丙治,通常,パターン1,中央,膝上,"辰己をこっちに引き込むためには
やむを得なかったんだ」",
draw,,丙治,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「辰己さんに、
何かしたんですか！？」",
draw,,丙治,通常,パターン1,中央,膝上,,
send,,,,,,,"身体を動かした際に、自分の体が
縄で拘束されていることに
気づいた。",
draw,,丙治,,,,,,
send,,,,,,,"手首は後ろできつく結ばれ、
足首も同じようにしてある。",
send,,丙治,喜,パターン1,中央,膝上,"「まだ何もしちゃいない。これから
何かするところといえばいいかな」",
draw,,丙治,喜,パターン1,中央,膝上,,
send,,,,,,,"丙治はそういいながらゆっくりと
沙夜に近づいてきた。",
draw,,丙治,喜,パターン1,中央,膝上,,
send,,,,,,,"沙夜は身を硬くしながら、
丙治を睨みつける。",
draw,,丙治,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,"(……どうしたら逃げられる？  
私、辰己さんと約束した、
自分の命くらい自分で守るって……！)",
draw,,丙治,通常,パターン1,中央,腰上,,
send,,,,,,,"目の前に丙治がしゃがみ込んで、
沙夜と視線がぶつかる。",
send,,丙治,通常,パターン1,中央,腰上,"「……悪いね、痛いだろう。
もう少しの辛抱だから」",
draw,,丙治,通常,パターン1,中央,腰上,,
send,,沙夜,,,,,「何を企んでいるんですか？」,
send,,丙治,通常,パターン1,中央,腰上,「君は、……私の娘みたいに強いな」,
draw,,丙治,通常,パターン1,中央,腰上,,
send,,沙夜,,,,,「え……？」,
draw,,丙治,通常,パターン1,中央,腰上,,
send,,,,,,,"丙治のつぶやきが、
ぽつんと床に落ちたような気がした。",
send,,丙治,通常,パターン1,中央,腰上,「辰己から、私の話は聞いたかい」,
draw,,丙治,通常,パターン1,中央,腰上,,
send,,沙夜,,,,,"「聞いていたら、……
私を殺すんですか？」",
draw,,丙治,通常,パターン1,中央,腰上,,
send,,,,,,,"優しそうな人相だが、沙夜は
警戒を緩めなかった。",
draw,,丙治,通常,パターン1,中央,腰上,,
send,,,,,,,"自分が油断して何かあれば、
必ず辰己に何かあるだろうと思った",
draw,,丙治,通常,パターン1,中央,腰上,,
send,,,,,,,"何より交わした約束を
守るつもりでいた。",
send,,丙治,喜,パターン1,中央,腰上,"「別に、たわいのない話をしようと
思っただけだよ」",
send,,丙治,喜,パターン1,中央,腰上,"「私の話を知っているなら、
少しくらい身の上話を……」",
send,,,,,,,"丙治の言葉をかき消すように、
けたたましく半鐘の音が響いた。",
send,,沙夜,,,,,(火事……！？),
send,,丙治,怒,パターン1,中央,膝上,「まさか、あいつら……」,
draw,,丙治,怒,パターン1,中央,膝上,,
send,,,,,,,"空き家の窓に駆け寄り
外を見た丙治が、息を飲んだ。",
send,,丙治,怒,パターン1,中央,膝上,「まずい……おい、君も逃げるんだ」,
draw,,丙治,怒,パターン1,中央,膝上,,
send,,沙夜,,,,,「えっ……」,
draw,,丙治,怒,パターン1,中央,膝上,,
send,,,,,,,"丙治は急いで沙夜の手足の縄を
解いてくれた。",
draw,,丙治,怒,パターン1,中央,膝上,,
send,,沙夜,,,,,「あ、あの……」,
send,,丙治,怒,パターン1,中央,膝上,"「すまないが私はもう行く。
ここまで火が回ってくるかも
しれないから、君も早く行きなさい」",
draw,,丙治,怒,パターン1,中央,膝上,,
send,,沙夜,,,,,「あ、ありがとうございます……」,
send,,,,,,,"丙治は人相とは不似合いな
身ごなしですぐにどこかへ
消えてしまった。",
send,,,,,,,"沙夜の手足にはまだ随分と痺れが
残っている。",
send,,,,,,,"それでも、ここにとどまるわけには
いかなかった。",
send,,沙夜,,,,,(私も、逃げなくちゃ……！),
send,,,,,,,"沙夜は感覚のない足を引きずり、
壁を伝って外へと向かった……。",
sceneEnd,,,,,,,,
