コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
back,黒,,,,,,,
send,,,,,,,"辰己の過去を知った沙夜。
あれ以来、沙夜は辰己のことが
気になっていた。",
fadein,1,,,,,,,
back,台所,,,,,,,
fadeout,1,,,,,,,
bgmPlay,nichijou02,,,,,,,
send,,,,,,,"台所で朝食の片付けをしていた
沙夜の元に、源七がやってきた。",
send,,源七,通常,パターン1,中央,膝上,"「沙夜、それが終わったら、
今日一日休んでいいぞ。
昼と晩の飯は他の者に作らせる」",
draw,,源七,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「え？
 いいんですか、お休みいただいて」",
send,,源七,喜,パターン1,中央,膝上,"「[め組]に来てからずっと働いて
くれてるからな。気分転換に
町に出てみたらどうだ？」",
draw,,源七,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,「では、お言葉に甘えて…」,
fadein,3,,,,,,,
back,町並み,,,,,,,
fadeout,3,,,,,,,
send,,,,,,,"休みをもらった沙夜は、
お菊に会うため町に出た。",
send,,沙夜,,,,,「お菊ちゃんもう来てるかな？」,
send,,,,,,,"待ち合わせ場所の甘味処に行くと、
お菊の姿があった。",
send,,,,,,,"沙夜に気付いたお菊が、笑顔で
走りながら沙夜の元へやってきた。",
send,,お菊,,,,,"「沙夜～!! 
 久しぶりね！元気してた？」",
send,,沙夜,,,,,「元気にしてたよ。お菊ちゃんは？」,
send,,お菊,,,,,"「もちろん元気よ！
積もる話はお茶をしながら！
美味しいお団子があるの！」",
send,,沙夜,,,,,「うん！」,
send,,,,,,,"お菊お勧めの甘味処で
お茶をしながら近況報告を始めた。",
send,,お菊,,,,,「あれから[め組]ではどう？」,
send,,沙夜,,,,,"「やりがいがあって楽しいよ！
みんな優しいし！
何より、辰己さんが…」",
send,,お菊,,,,,「辰己さんとお近づきに!?」,
send,,沙夜,,,,,「お菊ちゃん落ち着いて…」,
send,,お菊,,,,,"「ごめんなさい、つい…。
 それで、辰己さんと何があったの？」",
send,,沙夜,,,,,"「辰己さんに認めてもらえたの。
 [め組]に必要だって言ってもらえて」",
send,,沙夜,,,,,"「私それが嬉しくて、前よりも
 [め組]のことが好きになったの」",
send,,お菊,,,,,"「そう…。良かった。沙夜が泣いて
 抜け出したらって心配してたのよ」",
send,,お菊,,,,,「元気な沙夜が見れて安心したわ」,
send,,沙夜,,,,,"「このままずっと
[め組]にいられたらいいな…」",
send,,,,,,,"他愛もない会話で盛り上がる２人。
するとお菊が以前沙夜に教えた
 “永遠の丘”の話題になった。",
send,,沙夜,,,,,"「そういえば、お菊ちゃんが 
 この前教えてくれた“永遠の丘”
 なんだけどね…」",
send,,お菊,,,,,「もしかして誰かと行ったの!?」,
send,,沙夜,,,,,「そんなわけないでしょ！」,
send,,お菊,,,,,"「わからないじゃない！ 
 もしかしたら素敵な人に出会うかも
 しれないわよ！」",
send,,お菊,,,,,"「[め組]は美男子の集まりって
有名じゃない。
気になる人とかできた？」",
choice,3,,,,,,全然できない,
choice,4,,,,,,話題を変える,
choice,6,,,,,,気になる人がいる,
send,,,,,,,お菊に圧巻され、言葉を失った沙夜。,
send,,,,,,,"その後も話は続き、
２人は楽しい時間を過ごした。",
send,,沙夜,,,,,"「じゃあそろそろ詰所に帰るね。
 今日はありがとう!!」",
send,,お菊,,,,,"「私の方こそ楽しかったわ。
いつでも会いに来て!!」",
send,,沙夜,,,,,「うん!!じゃあまたね」,
send,,,,,,,"甘味処を出たところで、
お菊に手を振って別れを告げた。",
send,,,,,,,"お菊に会って元気をもらった沙夜は
詰所への帰路を急いだ。",
sceneEnd,,,,,,,,
send,全然できない,沙夜,,,,,「全然できないよ!!」,
send,,お菊,,,,,"「そうかしら？辰己さんなんて
町中の女の子の人気者よ！」",
send,,お菊,,,,,"「沙夜にお似合いだと
思うんだけどなぁ～…」",
send,,沙夜,,,,,"「だからって気にならないよ!!
同じ火消なんだよ？」",
send,,お菊,,,,,"「同じ屋根の下で生活してるなら、
そういう展開になっても
おかしくないでしょ？」",
return,,,,,,,,
send,話題を変える,沙夜,,,,,"「気になる人なんて…。
それより、 お菊ちゃんは？
良い出会いあった？」",
send,,お菊,,,,,"「どうして話題を変えるのよ！
私は呉服屋の娘だから、
お客 さんみんなの人気者なの」",
send,,お菊,,,,,"「私なんかより、今は沙夜のことが
 大事なの！さあ、白状しなさい!!」",
return,,,,,,,,
send,気になる人がいる,沙夜,,,,,「気になる人がいる…」,
send,,お菊,,,,,「本当に!?どんな人なの？」,
send,,沙夜,,,,,「かもしれない。まだわからないよ」,
send,,お菊,,,,,「もう、期待したじゃない…。」,
send,,お菊,,,,,"「でも、その様子だと
これからに期待できるわね」",
return,,,,,,,,
