コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
bgmPlay,nichijou02,,,,,,,
back,広間,,,,,,,
fadeout,2,,,,,,,
send,,,,,,,"放火事件について、[め組]と
[や組]の会合が[め組]の詰所で
行われた。",
draw,,寅之介,通常,パターン1,左,膝上,,
send,,源七,怒,パターン1,右,膝上,"「放火犯の目星はついていないが、
恐らく江戸に潜んでいると我々は
考えている」",
draw,,源七,怒,パターン1,右,膝上,,
send,,寅之介,通常,パターン1,左,膝上,"「最近は[め組]の管轄内で放火が
多いから、何かわかってるかと
思ったんだけどな」",
draw,,寅之介,通常,パターン1,左,膝上,,
send,,源七,通常,パターン1,右,膝上,"「申し訳ねえ、俺らも手がいっぱい
なんだ」",
draw,,源七,通常,パターン1,右,膝上,,
send,,寅之介,通常,パターン1,左,膝上,"「とりあえず、犯人の目星ついたら
すぐに報告をお願いします」",
draw,,寅之介,通常,パターン1,左,膝上,,
send,,源七,通常,パターン1,右,膝上,「了解した」,
draw,,源七,通常,パターン1,右,膝上,,
send,,寅之介,通常,パターン1,左,膝上,"「じゃあ、話はこれくらいで
あの子はどこにいる?」",
draw,,寅之介,通常,パターン1,左,膝上,,
send,,源七,通常,パターン1,右,膝上,「あの子?」,
draw,,源七,通常,パターン1,右,膝上,,
send,,寅之介,通常,パターン1,左,膝上,「壬さんの娘さん」,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,源七,通常,パターン1,右,膝上,「なんで知ってるんだ」,
draw,,源七,通常,パターン1,右,膝上,,
send,,寅之介,通常,パターン1,左,膝上,"「この間、酉助と一緒に[や組]に
来たんだ」",
draw,,源七,通常,パターン1,右,膝上,,
send,,寅之介,通常,パターン1,左,膝上,"「そのときに挨拶したから、今日も
挨拶しようと思って」",
draw,,寅之介,通常,パターン1,左,膝上,,
send,,源七,通常,パターン1,右,膝上,"「部屋か庭じゃないか?ここで
忙しく働いてくれてるからな」",
draw,,源七,通常,パターン1,右,膝上,,
send,,寅之介,通常,パターン1,左,膝上,「じゃあ勝手に探させてもらうよ」,
fadein,2,,,,,,,
back,庭（昼）,,,,,,,
fadeout,2,,,,,,,
draw,,寅之介,通常,パターン1,中央,膝上,,
send,,,,,,,"寅之介は広間から去ると、詰所内を
探し始めた。",
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,「ん?」,
draw,,酉助,通常,パターン1,右,膝上,,
send,,寅之介,喜,パターン1,左,膝上,"「お、酉助!
なあ、あの子どこにいる?」",
draw,,寅之介,喜,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,「あの子って沙夜ちゃんのこと?」,
draw,,酉助,通常,パターン1,右,膝上,,
send,,寅之介,喜,パターン1,左,膝上,"「そうそう、沙夜ちゃん!
どこにいるのか知ってるんだろ?」",
draw,,寅之介,喜,パターン1,左,膝上,,
send,,酉助,怒,パターン1,右,膝上,「居場所知ってどうするつもり?」,
draw,,酉助,怒,パターン1,右,膝上,,
send,,寅之介,通常,パターン1,左,膝上,「お話しするだけ」,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,「信用ならない」,
draw,,酉助,通常,パターン1,右,膝上,,
send,,寅之介,喜,パターン1,左,膝上,"「そんなこと言うなって!
で、どこなの?」",
draw,,寅之介,喜,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,「さあね」,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,"「俺、源さんに報告あるから
もう行くよ」",
send,,寅之介,喜,パターン1,左,膝上,「おう!じゃあな」,
draw,,寅之介,喜,パターン1,左,膝上,,
send,,,,,,,"酉助は寅之介を軽くあしらって、
源七の元へ向かった。",
fadein,3,,,,,,,
back,庭（昼）,,,,,,,
fadeout,3,,,,,,,
send,,,,,,,沙夜は庭で野良猫と戯れていた。,
send,,沙夜,,,,,「私には懐いてくれるのね」,
send,,猫,,,,,「にゃ~」,
send,,沙夜,,,,,"「他のみんなも可愛がって
くれるのに」",
send,,猫,,,,,「にゃっ!!」,
send,,沙夜,,,,,「あっ!!」,
send,,沙夜,,,,,「行っちゃった...」,
send,,寅之介,通常,パターン1,中央,膝上,「猫が逃げて寂しいの?」,
draw,,寅之介,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「え?…寅之介さん？」,
send,,寅之介,喜,パターン1,中央,膝上,"「嬉しいな！
覚えていてくれたんだね」",
draw,,寅之介,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,"「今日はどうしたんですか?
酉助さんにご用ですか?」",
send,,寅之介,通常,パターン1,中央,膝上,"「ううん。君に用事があったから
探してた」",
draw,,寅之介,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「私にですか?」,
sceneEnd,,,,,,,,
