コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
fadein,1,,,,,,,
back,町並み,,,,,,,
fadeout,1,,,,,,,
bgmPlay,serious02,,,,,,,
send,,,,,,,"詰所へ帰ろうと歩いていると、
商人に声をかけられた。",
send,,商人,,,,,"「そこのお嬢さん！
 “美人になれる水”はいらんか？」",
send,,沙夜,,,,,「え、えっと…」,
send,,商人,,,,,"「お嬢さんきれいだけど、
もっときれいになれるんだ！
さあさあ、おひとつどうだい？」",
send,,沙夜,,,,,「結構です！私急いでますので…」,
send,,商人,,,,,"「そんなこと言わないで！
今ならお手頃だよ！」",
send,,,,,,,"悪徳商人から逃れようと
速足になる沙夜だが、
商人はそれを逃しはしなかった。",
send,,商人,,,,,"「そんな嫌な顔しないで、
おひとつどうです？」",
send,,辰己,怒,パターン1,中央,膝上,「てめえ、その女になにしてやがる」,
send,,商人,,,,,"「何って、“美人になれる水”を
 勧めているんだ。
邪魔しないでくれ！」",
send,,,,,,,"沙夜と商人の間に
割り込んできたのは辰己だった。",
send,,辰己,通常,パターン1,中央,膝上,"「そんな紛いもん誰が買うってんだ。
 とにかく、そいつから離れろ!!」",
send,,商人,,,,,"「なんでい!!俺はお嬢さんと話しを
 しているんだ。男は黙っててくれ」",
send,,辰己,怒,パターン1,中央,膝上,「てめえ、いい加減にしねえと…」,
send,,沙夜,,,,,「辰己さん！落ち着いてください!!」,
send,,辰己,呆,パターン1,中央,膝上,"「おまえもおまえだ！
こんなやつ放っておいて
さっさと詰所に帰ってこい！」",
send,,沙夜,,,,,「すみません…」,
send,,辰己,怒,パターン1,中央,膝上,"「いいか、
この女に二度と近づくなよ!!」",
send,,商人,,,,,「くっ…!!」,
send,,,,,,,"辰己の助けによって、沙夜は
商人から逃れることができた。",
send,,辰己,呆,パターン1,中央,膝上,「…変なやつにつかまってんなよ」,
send,,沙夜,,,,,「すみません…」,
send,,辰己,通常,パターン1,中央,膝上,"「はあ…。たまたま俺が通った
からよかったけど、
ひとりのときは気をつけろよ」",
send,,沙夜,,,,,"「以後気をつけます…。助けて
 いただいてありがとうございます」",
send,,辰己,照,パターン1,中央,膝上,「おまえに何もなくてよかった」,
send,,辰己,通常,パターン1,中央,膝上,"「それより、
こんなところで何してたんだ？」",
send,,沙夜,,,,,"「お休みをいただいたので、
友人のところへ行ってきたんです」",
send,,辰己,汗,パターン1,中央,膝上,"「休み？源さんも粋なことするな…。
 それで、他に寄るところあるのか？」",
send,,沙夜,,,,,「いえ、もう詰所に帰ります」,
send,,辰己,通常,パターン1,中央,膝上,「ならちょうどいい。一緒に帰るぞ」,
send,,沙夜,,,,,「もうお仕事終わったんですか？」,
send,,辰己,通常,パターン1,中央,膝上,"「終わってねえけど、現場には
酉助さんがいるから問題ねえ」",
