コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
bgmPlay,kanashimi,,,,,,,
back,広間,,,,,,,
fadeout,1,,,,,,,
send,,,,,,,"辛そうな酉助を支え、
二人は詰所へと着いた。",
send,,酉助,汗,パターン1,中央,腰上,「沙夜ちゃんありがとう…」,
send,,酉助,汗,パターン1,中央,腰上,「うっ…」,
draw,,酉助,汗,パターン1,中央,腰上,,
send,,沙夜,,,,,"「酉助さん！？
しっかりしてください！」",
draw,,酉助,汗,パターン1,右,膝上,,
send,,卯太郎,驚,パターン1,左,膝上,「おい、どうしたんだよ」,
draw,,酉助,汗,パターン1,右,膝上,,
draw,,卯太郎,驚,パターン1,左,膝上,,
send,,沙夜,,,,,「ウタ…、酉助さんが…」,
draw,,酉助,汗,パターン1,右,膝上,,
send,,卯太郎,汗,パターン1,左,膝上,"「酉助さん？
酉助さんがどうしたんだ！？」",
draw,,卯太郎,汗,パターン1,左,膝上,,
send,,酉助,呆,パターン1,右,膝上,「げほっ…」,
draw,,酉助,呆,パターン1,右,膝上,,
send,,卯太郎,汗,パターン1,左,膝上,"「煙吸っちまったのか？
ゆっくり深呼吸して…」",
draw,,酉助,呆,パターン1,右,膝上,,
send,,卯太郎,汗,パターン1,左,膝上,"「聞こえてる？
酉助さーん！」",
draw,,卯太郎,汗,パターン1,左,膝上,,
send,,酉助,呆,パターン1,右,膝上,「…」,
draw,,酉助,呆,パターン1,右,膝上,,
send,,卯太郎,汗,パターン1,左,膝上,"「ちょっとまずいな。
急いで部屋に運ぼう」",
draw,,酉助,呆,パターン1,右,膝上,,
draw,,卯太郎,汗,パターン1,左,膝上,,
send,,沙夜,,,,,「手伝います！」,
draw,,酉助,呆,パターン1,右,膝上,,
send,,卯太郎,通常,パターン1,左,膝上,"「大丈夫。酉助さんくらいなら
一人で運べるから」",
draw,,卯太郎,通常,パターン1,中央,膝上,,
send,,,,,,,"そういうと、卯太郎は
軽々と酉助を持ち上げる。",
send,,卯太郎,通常,パターン1,中央,膝上,"「沙夜は桶に水を汲んできて！
あと、手ぬぐいも！」",
draw,,卯太郎,通常,パターン1,中央,膝上,,
draw,,,,,,,,
send,,沙夜,,,,,「わかった！」,
send,,,,,,,"言われたとおりに手ぬぐいと桶を
準備し、急いで部屋へと向かった。",
fadein,2,,,,,,,
back,主人公の部屋,,,,,,,
fadeout,2,,,,,,,
send,,沙夜,,,,,「持ってきたよ！」,
draw,,酉助,呆,パターン1,右,膝上,,
send,,卯太郎,汗,パターン1,左,膝上,"「ありがとう
酉助さん、熱もあるみたいなんだ。
汗拭いてもらえる？」",
draw,,酉助,呆,パターン1,右,膝上,,
draw,,卯太郎,汗,パターン1,左,膝上,,
send,,沙夜,,,,,「う、うん…」,
draw,,酉助,呆,パターン1,右,膝上,,
send,,卯太郎,通常,パターン1,左,膝上,"「俺は医者呼んでくるから、
その間は頼んだぞ！」",
draw,,酉助,呆,パターン1,右,膝上,,
send,,,,,,,"卯太郎が部屋を飛び出した後、
沙夜は酉助を見守りながら
汗を拭いていた。",
draw,,酉助,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,「酉助さん…」,
choice,4,,,,,,声をかける,
choice,6,,,,,,手を握る,
choice,3,,,,,,汗を拭く,
draw,,酉助,呆,パターン1,中央,膝上,,
send,,,,,,,"苦しそうに眠る酉助を見ていると
不安が募っていく一方だった。",
fadein,2,,,,,,,
back,主人公の部屋,,,,,,,
fadeout,2,,,,,,,
draw,,酉助,呆,パターン1,右,膝上,,
send,,卯太郎,驚,パターン1,左,膝上,「沙夜！酉助さんはどうだ？」,
draw,,酉助,呆,パターン1,右,膝上,,
draw,,卯太郎,驚,パターン1,左,膝上,,
send,,,,,,,"扉を開けた卯太郎の後ろには、
医者らしき人が佇んでいた。",
draw,,酉助,呆,パターン1,右,膝上,,
draw,,卯太郎,汗,パターン1,左,膝上,,
send,,沙夜,,,,,「ま、まだ意識が戻ってないです」,
draw,,酉助,呆,パターン1,中央,膝上,,
send,,医者,,,,,"「彼が倒れた時の状況を
詳しく教えてもらえるかい？」",
draw,,酉助,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,"「燃えた家屋の中に入って
煙を吸い込んで
しまったんだと思います」",
draw,,酉助,呆,パターン1,中央,膝上,,
send,,医者,,,,,"「そうか…
大丈夫。命に別状はないよ」",
draw,,酉助,呆,パターン1,中央,膝上,,
send,,医者,,,,,「ただ…」,
draw,,酉助,呆,パターン1,中央,膝上,,
send,,医者,,,,,"「意識が戻ってから
なにか後遺症が残る可能性がある」",
,,,,,,,,
send,,沙夜,,,,,「そんな…」,
send,,,,,,,"医者の診察を終え、
卯太郎は自分の仕事へと戻った。",
send,,,,,,,"沙夜は部屋に残り、
酉助の看病を続けていた。",
draw,,酉助,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,"「酉助さん…
早く目を覚ましてくださいね…」",
draw,,酉助,呆,パターン1,中央,腰上,,
send,,,,,,,"沙夜は酉助の手を握り、
そのまま眠り込んでしまった。",
fadein,2,,,,,,,
bgmstop,,,,,,,,
back,主人公の部屋（夜）,,,,,,,
bgmPlay,nichijou02,,,,,,,
fadeout,2,,,,,,,
send,,酉助,汗,パターン1,中央,膝上,「…んん」,
draw,,酉助,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,"「酉助さん！？
目が覚めたんですね！」",
draw,,酉助,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,「どこか痛いところはないですか！？」,
draw,,酉助,汗,パターン1,中央,膝上,,
send,,,,,,,"沙夜の畳みかけるような質問に
状況を把握しきれていない酉助。",
send,,酉助,汗,パターン1,中央,膝上,「沙夜ちゃん…？どうかしたの？」,
draw,,酉助,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,"「覚えてないんですね。
酉助さんは煙を吸ってしまって
倒れてたんですよ」",
send,,酉助,哀,パターン1,中央,膝上,"「そっか…
色々と迷惑をかけてしまったね」",
send,,酉助,喜,パターン1,中央,膝上,"「ずっと、俺の看病を
していてくれたのかい？」",
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,「はい」,
send,,酉助,喜,パターン1,中央,膝上,「ありがとう」,
send,,酉助,喜,パターン1,中央,膝上,"「俺はもう大丈夫だから。
君も休んでね」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「わかりました…
何かあったら呼んでください！」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「心配なので、たまに見に来ます」,
send,,酉助,喜,パターン1,中央,膝上,「うん、わかった。ありがとうね」,
send,,,,,,,"酉助の意識も戻り、
一安心した沙夜。",
send,,,,,,,"しかし、放火犯については
なにもわからないままだった…。",
sceneEnd,,,,,,,,
draw,声をかける,酉助,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,「私がそばにいますから」,
draw,,酉助,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,「どうか良くなってください」,
return,,,,,,,,
draw,手を握る,酉助,呆,パターン1,中央,膝上,,
send,,,,,,,酉助の手を握りしめる,
draw,,酉助,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,「きっと大丈夫です」,
draw,,酉助,呆,パターン1,中央,膝上,,
send,,,,,,,すると酉助の手が握り返してきたように感じた。,
return,,,,,,,,
draw,汗を拭く,酉助,呆,パターン1,中央,膝上,,
send,,,,,,,沙夜は酉助の額の汗を拭いた。,
draw,,酉助,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,「もうすぐお医者様が来ますから」,
return,,,,,,,,
