コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
bgmPlay,nichijou02,,,,,,,
back,庭（昼）,,,,,,,
fadeout,2,,,,,,,
draw,,寅之介,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「私にですか?」,
send,,寅之介,通常,パターン1,中央,膝上,"「そう。全然俺に会いに来て
くれないから俺から来ちゃった」",
draw,,寅之介,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「会いに来てくれないって...
会いに行く約束しましたっけ?」",
send,,寅之介,通常,パターン1,中央,膝上,"「してないけど、またねって
言ったじゃん」",
draw,,寅之介,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「それは、その...」,
draw,,寅之介,通常,パターン1,中央,膝上,,
send,,,,,,,"寅之介の勢いに負け、おどおどと
する沙夜。",
draw,,寅之介,通常,パターン1,中央,膝上,,
send,,,,,,,"困っている沙夜を見て楽しんでいる
様子の寅之介。",
send,,寅之介,喜,パターン1,中央,膝上,「沙夜ちゃん、俺と出かけようよ」,
draw,,寅之介,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,「いきなりですね...」,
send,,寅之介,喜,パターン1,中央,膝上,"「うん、せっかく[め組]まで
来たんだし、君と出かけたい」",
draw,,寅之介,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,"「他の方を誘ってみては
どうですか?」",
send,,寅之介,通常,パターン1,中央,膝上,"「君と出かけたい
少しだけ、だめ?」",
draw,,寅之介,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「残念ですが、まだやることが
残っているので」",
send,,寅之介,通常,パターン1,中央,膝上,"「じゃあ俺も手伝うから、
終わったら出かけよ?」",
choice,3,,,,,,困ります,
choice,6,,,,,,酉助さんが…,
choice,4,,,,,,「......」,
draw,,寅之介,通常,パターン1,中央,膝上,,
send,,,,,,,"寅之介がふと視線を上げると、
廊下を歩く酉助が目に入った。",
draw,,寅之介,通常,パターン1,中央,腰上,,
send,,,,,,,"酉助を挑発するように、寅之介は
沙夜を抱き寄せた。",
draw,,寅之介,通常,パターン1,中央,腰上,,
send,,沙夜,,,,,「きゃっ!!と、寅之介さん!?」,
send,,寅之介,驚,パターン1,中央,腰上,"「俺は、少しでいいから君と
いたいんだ」",
send,,酉助,通常,パターン1,中央,膝上,"「トラ、彼女に気安く触れないで
くれる?」",
draw,,寅之介,驚,パターン1,左,膝上,,
draw,,酉助,怒,パターン1,右,膝上,,
send,,,,,,,"寅之介と沙夜の間に割り込んだ
酉助。",
draw,,酉助,怒,パターン1,右,膝上,,
