コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
bgmPlay,nichijou01,,,,,,,
back,町並み,,,,,,,
fadeout,2,,,,,,,
send,,酉助,驚,パターン1,右,腰上,"「大丈夫？
どこか痛いところない？」",
draw,,酉助,驚,パターン1,右,腰上,,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,沙夜,,,,,「はい…」,
draw,,酉助,喜,パターン1,右,膝上,,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,,,,,,酉助に支えられ、安心した沙夜。,
draw,,酉助,喜,パターン1,右,膝上,,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,沙夜,,,,,「ありがとうございます」,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,喜,パターン1,右,膝上,「何も無いようでよかったよ」,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,怒,パターン1,右,膝上,"「それはともかく…
女の子に乱暴はよくないよね？」",
draw,,寅之介,通常,パターン1,左,膝上,,
draw,,酉助,怒,パターン1,右,膝上,,
send,,???,,,,,"「おまえが他の女と
話してるのが悪いだろ」",
draw,,酉助,汗,パターン1,右,膝上,,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,???,,,,,"「あんなに言い寄られてんだから
少しくらい遊んでやれよ」",
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,「寅之介には関係ないだろ」,
draw,,寅之介,驚,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,"「残念だけど、お前と違って
女性に興味ないんだ」",
draw,,酉助,通常,パターン1,右,膝上,,
send,,寅之介,通常,パターン1,左,膝上,「昔のお前をもう一度見たいな」,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,怒,パターン1,右,膝上,"「そんなことより、
まずは彼女に謝るべきだよ」",
draw,,酉助,怒,パターン1,右,膝上,,
send,,寅之介,通常,パターン1,左,膝上,"「あ、そうだな。
さっきは悪かったな。
酉助に意地悪したくなってな」",
draw,,酉助,通常,パターン1,右,膝上,,
draw,,寅之介,通常,パターン1,左,膝上,,
choice,3,,,,,,困ります,
choice,4,,,,,,意地悪って,
choice,6,,,,,,いえ、大丈夫です,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,"「こいつは[や組]の纏持ちで、
寅之介っていうんだ」",
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,「一応、俺の親友だ」,
draw,,酉助,通常,パターン1,右,膝上,,
send,,寅之介,喜,パターン1,左,膝上,「一応は余計だろ」,
draw,,酉助,通常,パターン1,右,膝上,,
send,,寅之介,通常,パターン1,左,膝上,"「この子が前に言ってた
元統領の娘さんか？」",
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,「そうだよ」,
draw,,酉助,通常,パターン1,右,膝上,,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,沙夜,,,,,「沙夜と申します」,
draw,,酉助,通常,パターン1,右,膝上,,
send,,寅之介,喜,パターン1,左,膝上,"「沙夜ちゃんか…
可愛い名前じゃん！」",
draw,,寅之介,喜,パターン1,左,膝上,,
send,,酉助,呆,パターン1,右,膝上,"「さっそく口説くのは、
やめてもらえるかな？」",
draw,,酉助,呆,パターン1,右,膝上,,
send,,寅之介,驚,パターン1,左,膝上,"「あ、もしかして…
もうそういう関係なの？」",
draw,,寅之介,驚,パターン1,左,膝上,,
send,,酉助,呆,パターン1,右,膝上,"「馬鹿な事言ってると、
纏持てなくするよ？」",
draw,,酉助,呆,パターン1,右,膝上,,
send,,寅之介,喜,パターン1,左,膝上,「冗談だって！！」,
draw,,酉助,呆,パターン1,右,膝上,,
send,,寅之介,通常,パターン1,左,膝上,"「「じけど、いいじゃねぇか。
うちにも可愛い女の子来ないかな」",
draw,,酉助,呆,パターン1,右,膝上,,
send,,,,,,,"酉助と寅之助の話も落ち着き、
沙夜と酉助は買い物を続けた。",
send,,酉助,喜,パターン1,中央,膝上,"「寅之介とは昔から仲良くて、
気兼ねなく離せるんだ」",
send,,酉助,喜,パターン1,中央,膝上,"「だらしないところもあるけど、
根はいいやつだから、
あまり悪く思わないであげて」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「そうなんですね。
またお会いした時には
もっと話してみたいです」",
send,,酉助,通常,パターン1,中央,膝上,「きっと楽しいと思うよ」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「そういえば酉助さん…
声をかけてきた女の人たちは…」",
send,,酉助,通常,パターン1,中央,膝上,「彼女たちがどうかした？」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「いえ、なんでもないですよ！」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「買い物も終わりましたし、
早く詰所に戻りましょうか」",
send,,酉助,喜,パターン1,中央,膝上,「そうだね」,
send,,酉助,汗,パターン1,中央,膝上,「ん？」,
draw,,酉助,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,「どうかしたんですか？」,
draw,,一午,通常,パターン1,左,膝上,,
send,,酉助,汗,パターン1,右,膝上,「なんかこそこそしてるやつが…」,
draw,,酉助,汗,パターン1,右,膝上,,
draw,,一午,通常,パターン1,左,膝上,,
send,,沙夜,,,,,"「こそこそ…？
あの黒い羽織の方ですか？」",
draw,,一午,通常,パターン1,左,膝上,,
send,,酉助,怒,パターン1,右,膝上,"「そう。
周りを警戒してる…」",
draw,,酉助,怒,パターン1,中央,膝上,,
send,,,,,,,"しばらく怪しい男を見ていたが、
何事もなくその場を去っていった。",
send,,酉助,喜,パターン1,中央,膝上,「帰ろうか」,
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,「はい」,
draw,,一午,通常,パターン1,中央,膝上,,
send,,???,,,,,「あの男…」,
sceneEnd,,,,,,,,
draw,困ります,寅之介,通常,パターン1,左,膝上,,
draw,,酉助,通常,パターン1,右,膝上,,
send,,沙夜,,,,,"「いきなりだったので、
困りました」",
draw,,酉助,通常,パターン1,右,膝上,,
send,,寅之介,喜,パターン1,左,膝上,「ごめんごめん」,
return,,,,,,,,
draw,意地悪って,酉助,通常,パターン1,右,膝上,,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,沙夜,,,,,"「意地悪って…お二人は知り合い
なんですか？」",
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,「あぁ、ごめんね。紹介するよ」,
return,,,,,,,,
draw,いえ、大丈夫です,酉助,通常,パターン1,右,膝上,,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,沙夜,,,,,「いえ、大丈夫です」,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,汗,パターン1,右,膝上,"「こいつがごめんね。
悪い奴ではないんだ」",
return,,,,,,,,
