コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
bgmPlay,kanashimi,,,,,,,
back,庭（夜）,,,,,,月の明るい夜。,
fadeout,1,,,,,,,
send,,,,,,,"このところ一人で部屋に
こもっている辰己の元へ、沙夜は
食事をのせた膳を運んでいた。",
send,,沙夜,,,,,"(やっぱり、あの丙治さんって方と
何かあったんだよね……。)",
send,,沙夜,,,,,"(あの日からずっと落ち込んでいる
みたいだし……)",
send,,,,,,,"縁側を歩きながら考える。
あの火災の日から、辰己には
前のような元気がない。",
send,,沙夜,,,,,"(……私、
何も力になれないのかな……？)",
send,,,,,,,"そんなことを思いながら、
辰己の部屋の前につながる角を
曲がると……。",
send,,沙夜,,,,,「辰己さん……？」,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"縁側に腰掛けて、月の光を
浴びている辰己の姿があった。",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"声をかけても、辰己が返事をする
ことはない。",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「お部屋から出ていらっしゃった
んですね……。」",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「すみません、少し食事のご用意が
遅くなってしまって……」",
send,,辰己,通常,パターン1,中央,膝上,「……ああ」,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"沙夜がそこまで言って、ようやく
辰己は自分の瞳に沙夜を映した。",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"心配させまいと少し口角をあげる
その姿が痛ましい。",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"沙夜の胸は、ぎゅっと
押しつぶされるように痛んだ。",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"この人のそばで支えてやりたいと
思う。",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"その思いの理由は、確かに恋
と呼べるものであった。",
draw,,辰己,通常,パターン1,,膝上,,
send,,沙夜,,,,,"「あの……辰己さん、
何か食べられそうですか？」",
send,,辰己,呆,パターン1,中央,膝上,「……悪いな、いつも」,
draw,,辰己,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,「いえ……！」,
send,,辰己,通常,パターン1,中央,膝上,"「んなとこに座ってねえで、
こっち来い」",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"目配せで、自分の隣に座れと
言ってくれる。",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"沙夜は辰己の横に膳を置き、
自分はその反対側に、
少し間を空けて腰掛けた。",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「……」,
send,,辰己,通常,パターン1,中央,膝上,「……」,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"二人とも、黙ったまま月を見上げた。
真っ白で薄く、明るい月である。",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"沙夜は気を遣わせないでいいように
月を見ることだけに集中した。",
send,,辰己,哀,パターン1,中央,膝上,"「……みんなに
迷惑かけてるよな、俺」",
draw,,辰己,哀,パターン1,中央,膝上,,
send,,沙夜,,,,,"「そんなことないです！
みなさん、心配はしてますけど、
迷惑なんかじゃ……」",
send,,辰己,呆,パターン1,中央,膝上,「……気を使わせたな」,
draw,,辰己,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,「いえ……」,
draw,,辰己,呆,パターン1,中央,膝上,,
send,,,,,,,"辰己の横顔を見上げる。
なめらかな顎の形が美しい。",
send,,辰己,通常,パターン1,中央,膝上,"「……なぁ沙夜。
少し、俺の話を聞いてくれねえか？」",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「……私でよければ……」,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"沙夜が辰己の横顔に答えると、
初めて辰己が沙夜の方を見た。",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"目を細めてこちらを見るその表情を
儚く感じて、",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"沙夜はできるだけ
自分の表情を崩すまいと
顔を引き締めた。",
sceneEnd,,,,,,,,
