コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
bgmPlay,evening,,,,,,,
back,川（夜）,,,,,,,
fadeout,2,,,,,,,
send,,,,,,,一午との話を終えた日の夜。,
send,,沙夜,,,,,"（眠れなくて気分転換に外の
空気を吸おうと思ったけど）",
send,,沙夜,,,,,"（さすがにこの時間はすごく
静かだな）",
send,,沙夜,,,,,「あれ？…酉助さん？」,
send,,酉助,驚,パターン1,中央,膝上,「!?」,
send,,酉助,通常,パターン1,中央,膝上,"「沙夜ちゃんか…
どうしたの?こんな夜中に」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「なんだか、眠れなくて...。
酉助さんこそ、どうかしたん
ですか？」",
send,,酉助,喜,パターン1,中央,膝上,"「同じだよ。考え事してたら、
眠れなくて」",
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,「そうだったんですね」,
send,,酉助,喜,パターン1,中央,膝上,「こっちにおいでよ」,
send,,酉助,喜,パターン1,中央,膝上,"「1 人でいるより、誰かと一緒に
いた方が落ち着くでしょ？」",
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,"「そうですね。
隣り失礼します」",
send,,,,,,,"酉助の隣りに腰を下ろし、2 人は
小川を見つめた。",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「あまり無理しないでくださいね。
私に出来ることがあったら何でも
言ってくださいね」",
send,,酉助,喜,パターン1,中央,膝上,"「俺、沙夜ちゃんに助けられて
ばかりだな」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「そんなことないです。
私だって、酉助さんに頼って
ばかりですよね」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「食材の買い出しに付き合って
くださったり、食事の支度も
手伝ってもらったり...」",
send,,酉助,通常,パターン1,中央,膝上,"「それは俺がやりたくてしてる
ことだからね」",
send,,酉助,通常,パターン1,中央,膝上,"「一緒に町に出て歩いていると
なんだか、懐かしいんだ...」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「懐かしい?」,
send,,酉助,通常,パターン1,中央,膝上,"「昔、母親と一回だけ、町に
買い物に出かけたことがあるんだ」",
send,,酉助,喜,パターン1,中央,膝上,"「とても楽しかったことを
思い出すんだ。
きみと町を歩くと...」",
send,,酉助,通常,パターン1,中央,膝上,"「他の女の子には感じたことの
ない、安心感って言うのかな...」",
send,,酉助,通常,パターン1,中央,膝上,「母親に似てる感じがする...」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「酉助さんの母親って、
どんな方なんですか？」",
send,,酉助,通常,パターン1,中央,膝上,"「俺の母親は、吉原で有名な
花魁だったんだ」",
send,,酉助,喜,パターン1,中央,膝上,"「すごく綺麗な人で、俺を大切に
してくれた」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「そうだったんですね…」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"（酉助さんの顔立ちもきっと
母親譲りのものなんだ…）",
send,,酉助,哀,パターン1,中央,膝上,"「でも、俺が子供のときに
亡くなって、俺は吉原から
出たんだ」",
send,,酉助,哀,パターン1,中央,膝上,"「母親がいないのに、男の俺が
居座るわけにもいかないし…」",
send,,酉助,哀,パターン1,中央,膝上,"「でも、身を寄せるところも
ないし、父親もわからないから
ひたすら彷徨い続けた」",
send,,酉助,通常,パターン1,中央,膝上,"「そうしたら、ここに
来ていたんだ」",
send,,酉助,汗,パターン1,中央,膝上,"「でも、何日も飲まず食わずで、
限界に近付いていたとき、
壬さんに出会った」",
send,,酉助,通常,パターン1,中央,膝上,"「俺はきみのお父さんに
救われたんだ」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「父に？」,
send,,酉助,通常,パターン1,中央,膝上,"「詰所に帰る途中で、
座り込んでいた俺に声を
かけてくれたんだ」",
send,,酉助,通常,パターン1,中央,膝上,"「[め組]の詰所に連れてきて
もらって」",
send,,酉助,通常,パターン1,中央,膝上,"「壬さんにおまえも
""[め組]の一員にならねえか？”って
言われたんだ」",
send,,酉助,通常,パターン1,中央,膝上,"「居場所のない俺を、受け入れて
くれる場所があるなんて
思いもしなかった」",
send,,酉助,通常,パターン1,中央,膝上,"「あのときの壬さんの笑顔はすごい
まぶしかった」",
choice,4,,,,,,私の父様ですから,
choice,6,,,,,,酉助さんにそんなことが,
choice,3,,,,,,全然知らなかった,
send,,酉助,通常,パターン1,中央,膝上,"「昔、俺たち会ったこと
あるんだけど、覚えてる？」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「え!?そうなんですか？」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「えっと、父と詰所に来たことは
何回かあるんですけど、あまり
覚えてなくて…」",
send,,酉助,喜,パターン1,中央,膝上,"「無理もないよ。
まだ幼かったし」",
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,「そんなに昔なんですか!?」,
send,,酉助,喜,パターン1,中央,膝上,"「壬さん、娘が生まれたって
大喜びして、きみを連れて
きたんだ」",
