コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
bgmPlay,evening,,,,,,,
back,川（夜）,,,,,,,
fadeout,2,,,,,,,
send,,酉助,喜,パターン1,中央,膝上,"「でも、俺にだけ特別に
だっこさせてくれたんだ」",
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,"「えぇ!?
なんだかすごく恥ずかしいです…」",
send,,酉助,通常,パターン1,中央,膝上,「俺、初めて赤ん坊をだっこした」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,,,,,,"思わぬ過去に、沙夜の顔がみるみる
うちに赤くなっていった。",
send,,酉助,通常,パターン1,中央,膝上,"「そのあとも何度か壬さんが連れて
きて、俺が相手してたんだけど、
覚えてないでしょ？」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「全然覚えてないです…
すみません」",
send,,酉助,呆,パターン1,中央,膝上,"「謝ることじゃないよ。
覚えていなくて当然」",
send,,酉助,喜,パターン1,中央,膝上,"「子供ながらに、
かわいい子だなって
思ってたんだ、俺」",
send,,酉助,喜,パターン1,中央,膝上,"「もちろん、
今も十分かわいいけどね」",
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,"「もう、からかわないで
ください…」",
send,,酉助,通常,パターン1,中央,膝上,"「からかってないよ。本当にそう
思ってる」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「…」,
send,,酉助,通常,パターン1,中央,膝上,「どうかした？」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「私、酉助さんに甘えてばかり
ですよね。もっとちゃんと
しないとって思うんです」",
send,,酉助,通常,パターン1,中央,膝上,"「俺がしてあげたいからしてる
だけだよ。沙夜ちゃんのためとか
じゃない」",
send,,酉助,通常,パターン1,中央,膝上,"「自分のため…っていうと聞こえが
悪いけど」",
send,,酉助,通常,パターン1,中央,膝上,"「こうして誰かに何かしたいって
思えるのはきみが初めてで、つい
かまってしまうんだ」",
draw,,酉助,,,,,,
send,,沙夜,,,,,"「その気持ちはとても嬉しいです！
でも、酉助さんがいないと何も
できなくなりそうで…」",
send,,酉助,喜,パターン1,中央,膝上,「そっか…。じゃあ、こうしよう」,
send,,酉助,通常,パターン1,中央,膝上,"「俺は極力手を出さないようにする
けど、本当に助けが必要なときは
遠慮なく言って？」",
send,,酉助,通常,パターン1,中央,膝上,"「そうすれば沙夜ちゃんのためにも
なる。どうかな？」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「わかりました」,
send,,酉助,喜,パターン1,中央,膝上,"「うん。話はいつでも聞くし、
何かあったらいつでも俺のところに
来てね」",
send,,酉助,喜,パターン1,中央,膝上,「さて、そろそろ部屋に戻ろうか」,
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,「えっ、あ、そうですね」,
send,,,,,,,2人は詰所へと戻ることにした。,
fadein,2,,,,,,,
back,庭（夜）,,,,,,,
fadeout,2,,,,,,,
send,,酉助,通常,パターン1,中央,膝上,「眠れそう？」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「はい」,
send,,酉助,喜,パターン1,中央,膝上,"「じゃあ、また明日。
おやすみ」",
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,「おやすみなさい」,
fadein,2,,,,,,,
back,主人公の部屋（夜）,,,,,,,
fadeout,2,,,,,,,
send,,,,,,,"酉助から昔の話を聞いた沙夜は、
自分の過去を振り返っていた。",
send,,沙夜,,,,,"（父様に連れてきてもらった
ことは覚えてるけど、誰に会ったか
なんて覚えてないな…）",
send,,沙夜,,,,,"（でも、一回だけ、誰かに遊んでも
らった気がする…）",
send,,沙夜,,,,,"（あれって酉助さんだったの
かな…）",
send,,,,,,,考えながら沙夜は眠りについた。,
sceneEnd,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
bgmStop,,,,,,,,
