コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
back,庭（昼）,,,,,,,
fadeout,1,,,,,,,
bgmPlay,nichijou01,,,,,,,
send,,,,,,,"沙夜と辰己の距離が近づいてから、
数日の後。",
send,,,,,,,"広間で酉助と辰己が話をしていると
聞き、沙夜はお茶を二つ盆にのせ、
縁側を歩いていた。",
send,,沙夜,,,,,"（今日はいい天気だし、
この後は洗濯物を干そう……。
西からの風が吹きそうだから……）",
send,,,,,,,"そんなことを考えながら、広間の
前に差し掛かった時。",
send,,酉助,,,,,"「ねぇ辰己。
お前は、沙夜ちゃんが嫁に
行ったらどう思う？」",
send,,沙夜,,,,,（え……？）,
send,,,,,,,"それは紛れもなく酉助の声。
障子の向こうから聞こえてきた
話題に、沙夜の動きが止まった。",
fadein,6,,,,,,,
back,広間,,,,,,,
fadeout,6,,,,,,,
draw,,酉助,通常,パターン1,右,膝上,,
send,,辰己,汗,パターン1,左,膝上,「なんだよ、突然……」,
draw,,辰己,汗,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,"「左武郎が嫁をもらうって
聞いたよね？」",
draw,,酉助,通常,パターン1,右,膝上,,
send,,辰己,通常,パターン1,左,膝上,「ああ……」,
draw,,辰己,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,"「それでちょっと考えたんだけど。
お前に嫁が来ることはなくても」",
draw,,辰己,通常,パターン1,左,膝上,,
send,,酉助,喜,パターン1,右,膝上,"「沙夜ちゃんが嫁に行くことは
あるかもしれないよね？」",
fadein,6,,,,,,,
back,庭（昼）,,,,,,,
fadeout,6,,,,,,,
send,,沙夜,,,,,（な、なんて話題……！）,
send,,,,,,,"聞いてはいけないと思っても、
体が動いてくれない。",
send,,沙夜,,,,,"（辰己さんは……
なんて答えるのかな……？）",
fadein,6,,,,,,,
back,広間,,,,,,,
fadeout,6,,,,,,,
draw,,酉助,通常,パターン1,右,膝上,,
send,,辰己,哀,パターン1,左,膝上,「別に……あいつが選ぶことだ」,
draw,,辰己,哀,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,"「お前……今、自分がどんな顔
してるか、鏡をみてごらん」",
draw,,酉助,通常,パターン1,右,膝上,,
send,,辰己,呆,パターン1,左,膝上,「……うるせえよ……」,
draw,,辰己,呆,パターン1,左,膝上,,
send,,酉助,呆,パターン1,右,膝上,"「本当にお前は素直じゃないね。
天邪鬼も呆れるだろうよ」",
draw,,酉助,呆,パターン1,右,膝上,,
send,,辰己,通常,パターン1,左,膝上,「……酉助さんはどう思うんだよ」,
draw,,辰己,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,「ん？　そうだね、寂しいと思う」,
draw,,酉助,通常,パターン1,右,膝上,,
send,,辰己,汗,パターン1,左,膝上,「……それは……」,
draw,,辰己,汗,パターン1,左,膝上,,
send,,酉助,喜,パターン1,右,膝上,"「ああ、心配するな。お前と同じ
土俵に立つつもりはない。
……あ、今安心したね？」",
draw,,酉助,喜,パターン1,右,膝上,,
send,,辰己,呆,パターン1,左,膝上,「……あのな、酉助さん……」,
draw,,辰己,呆,パターン1,左,膝上,,
draw,,酉助,喜,パターン1,右,膝上,,
send,,,,,,,辰己の大きなため息が聞こえる。,
draw,,辰己,呆,パターン1,左,膝上,,
send,,酉助,喜,パターン1,右,膝上,「何だい？　言ってごらん？」,
draw,,酉助,通常,パターン1,右,膝上,,
send,,辰己,哀,パターン1,左,膝上,"「……俺だって、まだ正直自分の
気持ちがわかってねえんだ。
だが……」",
back,黒,,,,,,,
send,,沙夜,,,,,"（……この先を、聞くのが
怖いような聞きたいような……！）",
send,,,,,,,沙夜は大きく深呼吸をした。,
back,広間,,,,,,,広間
draw,,酉助,通常,パターン1,右,膝上,,
send,,辰己,通常,パターン1,左,膝上,"「……さっきの質問に答えるなら、
あいつが誰かに嫁ぐのは
嫌だと思う」",
back,黒,,,,,,,
send,,沙夜,,,,,（え……辰己さん……？）,
back,広間,,,,,,,
draw,,辰己,通常,パターン1,左,膝上,,
send,,酉助,喜,パターン1,右,膝上,"「はははっ！　最初から素直に
そういえば良いのに！」",
draw,,酉助,喜,パターン1,右,膝上,,
send,,辰己,呆,パターン1,左,膝上,"「酉助さんに言うとこれだから
嫌なんだよ……。
だが……考えていることもある」",
back,黒,,,,,,,
send,,沙夜,,,,,（考えていること……？）,
back,黒,,,,,,,
draw,,酉助,通常,パターン1,右,膝上,,
send,,辰己,通常,パターン1,左,膝上,「あいつの幸せとか考えるとな」,
draw,,酉助,通常,パターン1,右,膝上,,
send,,辰己,通常,パターン1,左,膝上,"「……そりゃ年頃の女だし、
ここにいてもいつまでも
生きてられるとは限らねえだろ」",
draw,,辰己,通常,パターン1,左,膝上,,
send,,酉助,汗,パターン1,右,膝上,"「……彼女は責任感が強いからね。
必ず火事場に来るし、
お前の心配も少しは分かる。」",
draw,,辰己,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,「だけど――」,
back,黒,,,,,,,
send,,源七,,パターン1,,,「お、沙夜。ここにいたか」,
back,庭（昼）,,,,,,,
fadeout,6,,,,,,,庭（昼）
send,,沙夜,,,,,（！！）,
send,,沙夜,,,,,「げ、源七さん……！？」,
draw,,源七,通常,パターン1,中央,膝上,,
send,,,,,,,"源七が角を曲がって
こちらへやってきた。",
draw,,源七,通常,パターン1,中央,膝上,,
send,,,,,,,"（中の二人に、
気づかれちゃった……！？）",
fadein,6,,,,,,,
back,広間,,,,,,,
fadeout,6,,,,,,,
draw,,辰己,驚,パターン1,左,膝上,,
send,,酉助,喜,パターン1,右,膝上,"「おや、近くにお前の想い人が
いるようだ」",
draw,,酉助,喜,パターン1,右,膝上,,
send,,辰己,驚,パターン1,左,膝上,「おい酉助さん……」,
sceneEnd,,,,,,,,
