コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
bgmplay,nichijou01,,,,,,,
back,庭（昼）,,,,,,,庭（昼）
fadeout,6,,,,,,,
send,,源七,通常,パターン1,中央,膝上,"「どうした？
広間に誰かいるのか？」",
fadein,6,,,,,,,
back,広間,,,,,,,広間
fadeout,6,,,,,,,
draw,,辰己,汗,パターン1,左,膝上,,
draw,,酉助,喜,パターン1,右,膝上,,
send,,,,,,,"源七が襖を開けると、
ばつが悪そうにしている辰己と、
笑みを浮かべた酉助がいた。",
draw,,辰己,汗,パターン1,左,膝上,,
draw,,酉助,喜,パターン1,右,膝上,,
send,,沙夜,,,,,"「あ、あの……誰かいるのかなと
思ってお茶を……！」",
send,,源七,通常,パターン1,中央,膝上,"「じゃあ沙夜、お茶を出したら
台所に来てくれ。少し
手伝ってほしいことがあるんだ」",
draw,,源七,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「はい……！」,
send,,,,,,,"源七は優しく沙夜の肩を叩いて、
そのまま縁側を歩いて行って
しまった。",
draw,,辰己,汗,パターン1,左,膝上,,
draw,,酉助,喜,パターン1,右,膝上,,
send,,沙夜,,,,,"（き、気まずい……！　だけど、
お茶を出さないわけには……）",
draw,,辰己,汗,パターン1,左,膝上,,
draw,,酉助,喜,パターン1,右,膝上,,
send,,沙夜,,,,,"「あの、……お茶、ここに置いて
おきますね……！」",
draw,,辰己,汗,パターン1,左,膝上,,
draw,,酉助,喜,パターン1,右,膝上,,
send,,,,,,,"二人の前にお茶を出す沙夜。
辰己はさっきからこちらを見ては
くれない。",
send,,酉助,喜,パターン1,中央,膝上,「沙夜ちゃん」,
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,「は、はい……？」,
send,,酉助,喜,パターン1,中央,膝上,"「さっきの俺たちの話、
聞こえてた？」",
draw,,酉助,喜,パターン1,右,膝上,,
send,,辰己,驚,パターン1,左,膝上,「おい！　酉助さん！」,
draw,,辰己,驚,パターン1,左,膝上,,
draw,,酉助,喜,パターン1,右,膝上,,
send,,沙夜,,,,,"（こ、この酉助さんの顔……
気づかれてる……！？）",
draw,,辰己,驚,パターン1,左,膝上,,
draw,,酉助,喜,パターン1,右,膝上,,
send,,,,,,,"試すように口角を上げた笑みで、
酉助は沙夜を見ていた。",
draw,,辰己,驚,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,"「何だい、聞かれて都合の悪い
話じゃないだろう」",
draw,,酉助,通常,パターン1,右,膝上,,
send,,辰己,呆,パターン1,左,膝上,"「酉助さんにとってはそうかも
しれねえけどな……」",
draw,,辰己,呆,パターン1,左,膝上,,
send,,酉助,喜,パターン1,右,膝上,"「だって、お前も嘘を言ったわけ
じゃないだろう？」",
draw,,酉助,喜,パターン1,右,膝上,,
send,,辰己,汗,パターン1,左,膝上,「そういう問題じゃねえよ……」,
draw,,辰己,汗,パターン1,左,膝上,,
send,,酉助,喜,パターン1,右,膝上,"「沙夜ちゃん、辰己が嫁に
行かないでほしいってさ」",
draw,,辰己,驚,パターン1,左,膝上,,
draw,,酉助,喜,パターン1,右,膝上,,
send,,沙夜,,,,,（な……っ！）,
draw,,辰己,驚,パターン1,左,膝上,,
draw,,酉助,喜,パターン1,右,膝上,,
send,,,,,,,"辰己は言葉も出ない様子で
そっぽを向いてしまった。",
draw,,辰己,驚,パターン1,左,膝上,,
send,,酉助,喜,パターン1,右,膝上,「予定はあるのかい？」,
choice,6,,,,,,ないです,
choice,3,,,,,,わかりません,
choice,4,,,,,,結婚したい気持ちは……,
draw,,辰己,汗,パターン1,左,膝上,,
draw,,酉助,通常,パターン1,右,膝上,,
send,,沙夜,,,,,"「あ、あの！！　私、源七さんに
呼ばれているので、
もう行きます……！」",
draw,,辰己,照,パターン1,左,膝上,,
send,,酉助,喜,パターン1,右,膝上,「わかりやすいなぁ、二人とも」,
draw,,酉助,喜,パターン1,右,膝上,,
send,,辰己,照,パターン1,左,膝上,「……」,
draw,,辰己,照,パターン1,中央,膝上,,
send,,,,,,,"無言を貫く辰己の様子が
気になったけれど、今の沙夜には
振り返る余力などない。",
back,黒,,,,,,,
fadein,1,,,,,,"盆で顔を隠しながら、沙夜は広間を
飛び出していった。",
back,台所,,,,,,,
fadeout,1,,,,,,,
send,,源七,通常,パターン1,中央,膝上,"「おや、随分遅かったな。
酉助と辰己に捕まったか？」",
send,,沙夜,,,,,"（な、なんで酉助さんは、
あんなこと……？？）",
send,,,,,,,"台所に駆け込んでも、沙夜の鼓動は
落ち着いてくれない。",
send,,沙夜,,,,,"（すごく……心臓が脈を打つのが
早い……。）",
send,,沙夜,,,,,"（私……辰己さんのことが、
好きなの……？）",
send,,源七,通常,パターン1,中央,膝上,「沙夜？　どうした？」,
draw,,源七,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「あ、あの！」,
send,,源七,通常,パターン1,中央,膝上,「おおっ……なんださっきから」,
draw,,源七,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「お仕事を下さい……！
他のことを考えなくても良いような、
大変なやつでお願いします……！」",
draw,,源七,通常,パターン1,中央,膝上,,
send,,,,,,,"大きく頭を下げる沙夜をみて、
源七は手もとの青菜を差し置いて
他の仕事を探してやった。",
sceneEnd,minigame,,,,,,,
draw,ないです,辰己,驚,パターン1,左,膝上,,
draw,,酉助,喜,パターン1,右,膝上,,
send,,沙夜,,,,,「……ないです……！」,
draw,,辰己,汗,パターン1,左,膝上,,
draw,,酉助,喜,パターン1,右,膝上,,
send,,,,,,,"沙夜は自分の顔が赤くなるのが
わかってうつむく。",
draw,,辰己,照,パターン1,左,膝上,,
send,,酉助,喜,パターン1,右,膝上,"「ほら、良かったじゃないか、
辰己。素直さは時に武器になる」",
draw,,酉助,喜,パターン1,右,膝上,,
send,,辰己,呆,パターン1,左,膝上,「……あんたにはかなわねえよ」,
draw,,辰己,呆,パターン1,左,膝上,,
draw,,酉助,喜,パターン1,右,膝上,,
