コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
bgmPlay,kanashimi,,,,,,,
back,庭（夜）,,,,,,,
fadeout,1,,,,,,,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"辰己はそれから、
ぽつりぽつりと語り始めた。",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"丙治はかつてめ組の一員で非常に
聡明かつ人柄の良い男だったが、",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"火災のために妻子をなくしてから
人が変わったように落ち込み、
め組から抜けてしまったこと。",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,それから行方不明になったこと。,
send,,辰己,通常,パターン1,中央,膝上,"「丙治さんの奥さんと娘さんが
亡くなった火災には俺も
駆けつけたが……。」",
send,,辰己,汗,パターン1,中央,膝上,「あれはかなり大規模だった。」,
send,,辰己,汗,パターン1,中央,膝上,"「これは昨日、丙治さんから
聞いた話だが……」",
send,,辰己,汗,パターン1,中央,膝上,"「どうも対応が後手後手だったのは
幕府の役人が火を消し忘れたのが」",
send,,辰己,汗,パターン1,中央,膝上,"「出火の原因だってことを
隠そうとしたかららしい。」",
send,,辰己,汗,パターン1,中央,膝上,"「そっちの工作のために何人か、
でっち上げられた無罪の犯人が
出たそうだ」",
draw,,辰己,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,「……そうだったんですか……」,
send,,辰己,呆,パターン1,中央,膝上,"「丙治さんはめ組を抜けた後、
その話を反幕府派の浪士から
聞いたんだと。」",
send,,辰己,呆,パターン1,中央,膝上,"「それで怒った丙治さんに、
浪士たちが放火を頼んだらしい。」",
send,,辰己,呆,パターン1,中央,膝上,"「おそらく反幕府派の浪士たちは、
江戸を火の海に沈めるつもりだ。
幕府もろとも。」",
send,,辰己,通常,パターン1,中央,膝上,"「もし幕府の役人らがやったことが
本当なら、丙治さんの思いも
分からなくはない」",
choice,3,,,,,,無関係の命を奪うのは間違い,
choice,4,,,,,,丙治さんの思いって？,
choice,6,,,,,,わかる気がします,
send,,辰己,怒,パターン1,中央,膝上,"「丙治さんに色々言われて……
俺も最初は全然意味わかんねえし
腹も立てたんだ。」",
send,,辰己,怒,パターン1,中央,膝上,"「俺もお前と同じように関係ねえ奴
巻き込むなと思ったし」",
send,,辰己,汗,パターン1,中央,膝上,"「何より火消しとしての矜持は
どこにやっちまったんだよって
悔しかった」",
send,,辰己,呆,パターン1,中央,膝上,"「あの人は誰よりも志も高い人で、
俺も尊敬してたから」",
draw,,辰己,呆,パターン1,中央,膝上,,
send,,,,,,,"沙夜は黙って辰己の言葉に
耳を傾けた。",
draw,,辰己,呆,パターン1,中央,膝上,,
send,,,,,,,"自暴自棄になっているのではない。
かと言って無理に理解しようと
咀嚼したわけでもないように思える。",
send,,辰己,通常,パターン1,中央,膝上,"「今回あの人がやったことは、
許されることじゃねえ。
それはもう間違いない事実だ」",
send,,辰己,汗,パターン1,中央,膝上,"「今回は死人こそでなかったが、
怪我をしたやつは多いだろうしな」",
send,,辰己,汗,パターン1,中央,膝上,"「あの人はたぶん、捕まったら
死罪を免れねえ」",
send,,辰己,哀,パターン1,中央,膝上,"「けど、そんなこと
どうでもいいって顔してた」",
draw,,辰己,哀,パターン1,中央,膝上,,
send,,,,,,,"沙夜は月を見上げる辰己の横顔を
見た。",
draw,,辰己,哀,パターン1,中央,膝上,,
send,,,,,,,"その横顔はいつ見たものより、
脆いように今の沙夜の目には映る。",
send,,辰己,通常,パターン1,中央,膝上,"「俺はさ、人によって気持ちの
熱さっていうか強さっていうか」",
send,,辰己,通常,パターン1,中央,膝上,"「そういうもんって生まれつき
違うと思う」",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「気持ちの強さ、ですか……？」,
send,,辰己,通常,パターン1,中央,膝上,"「ああ。
生まれつき気持ちの強い人は、
愛も憎しみも同じくらい強い」",
send,,辰己,通常,パターン1,中央,膝上,"「人を愛する気持ちも強いし、
憎んだり羨んだりする気持ちも
同じくらい強いんだよ。」",
send,,辰己,通常,パターン1,中央,膝上,"「だからおさえがきかねえ。
……あの人は、人よりも気持ちが
強い人だ」",
send,,辰己,呆,パターン1,中央,膝上,"「それは、
たぶん俺も同じなんだろうな。
だから、わかる気がする」",
draw,,辰己,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,"(確かに辰己さんは、
火消しとしての矜持も持ってるし)",
draw,,辰己,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,"(時々自分の感情を
持て余してるようなところがある……)",
send,,辰己,通常,パターン1,中央,膝上,「……なぁ沙夜」,
draw,,辰己,通常,パターン1,中央,腰上,,
send,,沙夜,,,,,(！！),
draw,,辰己,通常,パターン1,中央,腰上,,
send,,,,,,,"沙夜の小さな身体は、
辰己の腕に引き寄せられ
その胸に収まる。",
back,黒,,,,,,,
send,,沙夜,,,,,「た、辰己さん……？」,
sceneEnd,,,,,,,,
draw,無関係の命を奪うのは間違い,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「……だからと言って無関係の
人たちの命まで奪うなんて……
私は間違っていると思います」",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"沙夜は静かに、しかし強い口調で
言った。",
send,,辰己,哀,パターン1,中央,膝上,"「……愛する人を奪われる
悲しみってのは、理解されにくい
かもしれねえな」",
draw,,辰己,哀,パターン1,中央,膝上,,
send,,沙夜,,,,,「どういうことですか？」,
draw,,辰己,哀,パターン1,中央,膝上,,
send,,,,,,,沙夜は少しムキになって言う。,
draw,,辰己,哀,パターン1,中央,膝上,,
send,,,,,,,"しかし、かち合った辰己の瞳は
思ったよりもずっと優しい光を
宿していた。",
return,,,,,,,,
draw,丙治さんの思いって？,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「丙治さんの思いっていうのは
どういうものなんですか……？」",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,沙夜はゆっくりと口を開いた。,
send,,辰己,哀,パターン1,中央,膝上,"「命よりも大事なもんを
奪われたんだ。それほどの衝撃が
あれば、心も歪むもんだ」",
draw,,辰己,哀,パターン1,中央,膝上,,
send,,沙夜,,,,,「命よりも大事なもの……？」,
send,,辰己,哀,パターン1,中央,膝上,「あの人の奥さんと娘さんだ」,
send,,辰己,汗,パターン1,中央,膝上,"「愛している人を奪われたら、
俺でもああなるんじゃねえかって、
少し不安に思うこともある」",
draw,,辰己,,,,,,
send,,沙夜,,,,,「そんな……」,
send,,辰己,哀,パターン1,中央,膝上,"「絶対ならないなんて、
今の俺には言い切れねえよ」",
return,,,,,,,,
draw,わかる気がします,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「そうですね、……私も、
少しはわかる気がします」",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"沙夜の言葉を聞いて、辰己は
弾かれたように顔を上げた。",
send,,辰己,通常,パターン1,中央,膝上,「……お前はどう思う？」,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「私も、父様を亡くして、
ここの皆さんがいなかったらと
思うことがあります」",
send,,辰己,通常,パターン1,中央,膝上,「……」,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「丙治さんも、大事な家族を
二人もいっきに失ったのなら」",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「その痛みもすごく大きなもの
だったんじゃないかって」",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"沙夜は鼻の奥がつんと痛むのを
こらえた。",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"それを見て辰己が、
沙夜の頭を不器用に撫でる。",
send,,辰己,哀,パターン1,中央,膝上,「悪いな、こんな話をして」,
draw,,辰己,哀,パターン1,中央,膝上,,
send,,沙夜,,,,,"「いえ……。
続きを、聞かせて下さい」",
send,,辰己,通常,パターン1,中央,膝上,「ああ」,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"辰己は沙夜から手を離し、
後ろ手をついて空を見上げた。",
return,,,,,,,,
