コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
bgmPlay,kinpaku02,,,,,,,
back,広間,,,,,,,
fadeout,1,,,,,,,
send,,,,,,,"火災を知らせる鐘が鳴り、
詰所内は緊張に包まれている。",
send,,,,,,," [め組]の管轄内で
火災が発生したのだった。",
send,,,,,,,"準備を整え、消火活動のために
出動する。",
fadein,1,,,,,,,
back,火事（昼）,,,,,,,
fadeout,1,,,,,,,
send,,源七,通常,パターン1,中央,膝上,「風がないうちに崩すんだ！」,
draw,,源七,通常,パターン1,右,膝上,,
send,,酉助,驚,パターン1,左,膝上,"「源さん、大変だ!!
まだ家の中に子供が
取り残されてるらしい！」",
draw,,酉助,驚,パターン1,左,膝上,,
send,,源七,通常,パターン1,右,膝上,「なんだと!?」,
draw,,源七,通常,パターン1,右,膝上,,
draw,,酉助,通常,パターン1,左,膝上,,
send,,子どもの母親,,,,,"「お願いします！
うちの子を助けてください！」",
draw,,酉助,通常,パターン1,左,膝上,,
send,,源七,通常,パターン1,右,膝上,"「最善は尽くすが、
こうも火が広まっちまったら…」",
draw,,源七,通常,パターン1,右,膝上,,
draw,,酉助,通常,パターン1,左,膝上,,
send,,子どもの母親,,,,,「どうしてうちが…」,
send,,酉助,汗,パターン1,中央,膝上,"「とにかく…
今は、ここから離れてください」",
send,,酉助,通常,パターン1,中央,膝上,「お子さんは必ず助けます」,
send,,酉助,通常,パターン1,中央,膝上,「沙夜ちゃん!!」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「はい！」,
send,,酉助,通常,パターン1,中央,膝上,「この女性を避難させてほしい！」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「わかりました！」,
send,,酉助,喜,パターン1,中央,膝上,「頼んだよ」,
send,,沙夜,,,,,「さあ、こちらへ…」,
send,,子どもの母親,,,,,"「まだ息子が中にいるんです!!
このままだと…」",
send,,,,,,,"泣き崩れる母親を見ているだけで、
沙夜には何もできなかった。",
send,,,,,,,その時、沙夜は風の気配を感じた。,
send,,沙夜,,,,,（この感じは…！）,
send,,,,,,,"少し離れたところにいた源七に、
風が吹くことを伝える。",
draw,,源七,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「源七さん!!
東から風が吹きます!!」",
send,,源七,通常,パターン1,中央,膝上,"「なんだと!?
…そうか、風が読めるんだったな」",
send,,源七,怒,パターン1,中央,膝上,「全員、東からの風に備えてくれ!!」,
draw,,源七,通常,パターン1,中央,膝上,,
send,,,,,,,"源七の指示により、
組員は各自動きを変え始めた。",
send,,沙夜,,,,,"「火がこっちに来ます。
急いで離れましょう！」",
send,,子どもの母親,,,,,"「嫌よ！
私は、息子を待ってるわ！」",
send,,沙夜,,,,,"「息子さんが助かっても、
あなたがいなかったら
意味がないです！」",
send,,子どもの母親,,,,,"「あの子がいない方が、
よっぽど意味がないわよ！」",
send,,沙夜,,,,,"「息子さんは必ず助けます！
ここから避難してください…」",
send,,酉助,汗,パターン1,中央,膝上,「沙夜ちゃん、この子も一緒に…」,
draw,,酉助,汗,パターン1,中央,膝上,,
send,,,,,,,"沙夜が振り向くと、
子供を抱いた酉助が立っていた。",
draw,,酉助,汗,パターン1,中央,膝上,,
send,,子どもの母親,,,,,「…!!よかった…」,
send,,酉助,汗,パターン1,中央,膝上,"「怪我はないと思いますが、
煙を吸ってしまっているので、
すぐに手当てしないと」",
draw,,酉助,汗,パターン1,中央,膝上,,
send,,子どもの母親,,,,,"「はい…！あの、本当に…
なんとお礼を言ったらいいか…」",
send,,酉助,喜,パターン1,中央,膝上,「当然のことをしたまでです」,
send,,酉助,汗,パターン1,中央,膝上,"「すぐにお子さんと一緒に、
[め組]の詰所に行ってください。
手当てする者もいますので」",
draw,,酉助,汗,パターン1,中央,膝上,,
send,,子どもの母親,,,,,"「わかりました！
ありがとうございます！」",
draw,,酉助,呆,パターン1,中央,膝上,,
send,,,,,,,"親子が立ち去ると、
酉助がその場に座り込んだ。",
draw,,酉助,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,「大丈夫ですか？」,
send,,酉助,呆,パターン1,中央,膝上,「煙を吸いすぎたのかもしれない」,
send,,酉助,呆,パターン1,中央,膝上,"「ここにいると火が回ってくる。
君だけでも先に詰所に戻るんだ…」",
draw,,酉助,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,「酉助さんを置いていけません！」,
send,,酉助,呆,パターン1,中央,膝上,"「君に危ない目に
遭ってほしくないんだ…」",
draw,,酉助,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,"「酉助さん…
支えますから一緒に行きましょう」",
send,,酉助,呆,パターン1,中央,膝上,「……ごめんね」,
draw,,酉助,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,「早く詰所に戻りましょう！」,
draw,,酉助,呆,パターン1,中央,膝上,,
send,,,,,,,酉助の肩を支え、詰所へと戻る。,
sceneEnd,,,,,,,,
