コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
bgmPlay,kinpaku,,,,,,,
back,火事（夜）,,,,,,,
fadeout,2,,,,,,,
send,,沙夜,,,,,(ここは、どこ……！？),火事（夜）
send,,,,,,,"しかし、外に出ても、ここが
どこなのか見覚えもなかった。",
send,,,,,,,"沙夜は左右を見渡したが、
延焼が早くすでに火の手は
迫っている。",
send,,沙夜,,,,,"(と、とにかく人の流れに沿って
行けば水辺に向かうはず……！)",
send,,,,,,,沙夜が走り出そうとした瞬間。,
send,,沙夜,,,,,「あっ……！！」,
send,,,,,,,"痺れを忘れて大きく踏み出した
足を捻り、その場に転倒してしまう。",
send,,沙夜,,,,,(痛い……っ),
send,,,,,,,"それでもここで死ぬわけには
いかない。",
send,,,,,,,"地面を這ってでも前に進もうとした
瞬間。",
send,,辰己,怒,パターン1,中央,膝上,「沙夜！！」,
send,,,,,,,"辺りに響いたその声に
顔を上げると……――。",
send,,沙夜,,,,,「た、辰己さん……？」,
draw,,辰己,怒,パターン1,中央,膝上,,
send,,,,,,,"走り寄ってきた辰己の顔を見ると、
こんな状況でも安堵の涙が
こぼれた。",
send,,辰己,汗,パターン1,中央,膝上,「良かった、お前が生きてて……」,
draw,,辰己,汗,パターン1,中央,腰上,,
send,,,,,,,"辰己は沙夜の体を優しく
抱き起こしてくれる。",
send,,辰己,驚,パターン1,中央,腰上,"「どうした、
どっか怪我でもしたか？」",
choice,6,,,,,,お仕事はどうしたんですか？,
choice,3,,,,,,怪我なんてしてません,
choice,4,,,,,,足首を捻って……,
send,,辰己,汗,パターン1,中央,膝上,「腫れてんな、捻ったか？」,
draw,,辰己,汗,パターン1,中央,膝上,,
send,,,,,,,「すみません……」,
draw,,辰己,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,"(自分の命は自分で守るって
言ったのに、こんなのじゃ
辰己さんに迷惑かけるだけだ……)",
send,,辰己,汗,パターン1,中央,膝上,"「とにかくここを離れるぞ、
俺の背中におぶされ」",
draw,,辰己,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,"「えっ、で、でも、
私走れますから……！」",
send,,辰己,怒,パターン1,中央,膝上,"「んなとこで嘘ついたって
仕方ねえだろ、ほら早く！」",
draw,,辰己,怒,パターン1,中央,膝上,,
send,,,,,,,"語気は荒いのに、
その声音はひどく優しい。",
draw,,辰己,怒,パターン1,中央,腰上,,
send,,,,,,,"沙夜は自分の不甲斐なさが涙に
変わる前に、
辰己の背中におぶさった。",
send,,辰己,怒,パターン1,中央,腰上,「走るぞ、捕まっておけよ」,
draw,,辰己,怒,パターン1,中央,腰上,,
send,,沙夜,,,,,「はい……！」,
send,,,,,,,辰己は火の町を駆け出した。,
fadein,2,,,,,,,
back,川（夜）,,,,,,,
bgmstop,,,,,,,,
bgmPlay,love,,,,,,,
fadeout,2,,,,,,,
send,,辰己,哀,パターン1,中央,膝上,「まだ痛むか？」,
draw,,辰己,哀,パターン1,中央,膝上,,
send,,,,,,,"二人は川原の土手に腰掛け、
桶に水を汲んで沙夜の足を
冷やしていた。",
draw,,辰己,哀,パターン1,中央,膝上,,
send,,沙夜,,,,,「いえ……もう、大丈夫です」,
send,,辰己,通常,パターン1,中央,膝上,"「……念のためもう少しだけ
冷やしておけ」",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「ありがとうございます……」,
send,,,,,,,"火災がおさまった町には、
どこか安堵と疲弊の空気が漂って
いる。",
send,,,,,,,"川原に集まった人々は、
無事であったことを口々に
言い合っていた。",
send,,,,,,,"秋の涼しい風が二人の間を
縫っていく。",
send,,辰己,通常,パターン1,中央,膝上,「沙夜」,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「はい……？」,
send,,辰己,呆,パターン1,中央,膝上,"「悪いな。……お前に、
あんなこと言って」",
draw,,辰己,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,「あんなことって……？」,
send,,辰己,哀,パターン1,中央,膝上,"「お前が自分の命くらい自分で
守るって言った時。……俺がもっと
止めればよかった」",
send,,辰己,哀,パターン1,中央,膝上,"「お前のこと、何もわかって
なかったよな……」",
draw,,辰己,哀,パターン1,中央,膝上,,
send,,沙夜,,,,,"「あ、あれは……その、
私が勝手に決めたことで……！」",
send,,辰己,通常,パターン1,中央,膝上,"「……お前は俺にとって、
『守りたい女』なんだ」",
send,,辰己,通常,パターン1,中央,膝上,「お前に傷一つつけたくないと思う」,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,（……辰己さん……）,
send,,辰己,通常,パターン1,中央,膝上,"「詰め所に帰ったら、今後のこと、
少し一緒に考えないか？」",
send,,辰己,通常,パターン1,中央,膝上,"「……俺が、
お前を守れる方法を考えたい」",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「……はい」,
draw,,辰己,通常,パターン1,中央,腰上,,
send,,,,,,,"辰己の手が、不器用に沙夜の肩を
抱き寄せる。",
draw,,辰己,通常,パターン1,中央,腰上,,
send,,,,,,,"二人はそのまま、
しばらく身を寄せ合っていた。",
sceneEnd,,,,,,,,
draw,お仕事はどうしたんですか？,辰己,驚,パターン1,中央,腰上,,
send,,沙夜,,,,,"「いえ……。
それよりどうしてここに……？
お仕事なんじゃ……！」",
send,,辰己,汗,パターン1,中央,膝上,"「お前……この状況で、そんな
こと気にしてんじゃねえよ……」",
draw,,辰己,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,「だって……」,
send,,辰己,汗,パターン1,中央,膝上,"「お前にそう言わせてるのは
俺だよな。悪い」",
draw,,辰己,汗,パターン1,中央,膝上,,
