コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
bgmPlay,serious02,,,,,,,
back,広間（夜）,,,,,,,
fadeout,2,,,,,,,
send,,,,,,,"放火事件に頭を悩ませていた
[め組]。",
send,,,,,,,"火災の頻度は減ったが、犯人の
行方を掴めず、焦りを感じていた。",
send,,源七,怒,パターン1,中央,膝上,"「犯人は丙治か、丙治と関わりの
あるやつだろう」",
send,,源七,怒,パターン1,中央,膝上,"「まずは、やつの足取りを掴んで、
次の火災を起こさないように
防ぐのが先決だ」",
draw,,源七,怒,パターン1,左,膝上,,
send,,酉助,怒,パターン1,右,膝上,"「俺が丙治さんと会ったときの
ことだが」",
send,,,,,,,"酉助は丙治と遭遇したときのことを
話した。",
draw,,源七,通常,パターン1,左,膝上,,
send,,酉助,汗,パターン1,右,膝上,"「ここにいたときの丙治とは
雰囲気が全く違っていた」",
draw,,源七,通常,パターン1,左,膝上,,
send,,酉助,汗,パターン1,右,膝上,"「今の丙治は生きた目をして
いなかった」",
draw,,酉助,汗,パターン1,右,膝上,,
send,,源七,怒,パターン1,左,膝上,"「とにかく、丙治を見つけたら
すぐに報告をしてほしい。
あとは俺や酉助で対処する」",
draw,,酉助,通常,パターン1,右,膝上,,
send,,源七,怒,パターン1,左,膝上,"「今のあいつには注意したほうが
よさそうだ...」",
draw,,酉助,通常,パターン1,右,膝上,,
draw,,源七,怒,パターン1,左,膝上,,
send,,,,,,,"源七の言葉に[め組]の組員は
うなずいた。",
send,,源七,通常,パターン1,中央,膝上,"「沙夜、おまえも丙治には
会ってるんだよな?」",
send,,沙夜,,,,,「はい、この前...」,
send,,源七,怒,パターン1,中央,膝上,"「町や消火活動で遭遇したら、
気を付けろ」",
send,,源七,怒,パターン1,中央,膝上,"「すぐに酉助や俺のいるとろへ
戻ってこい」",
send,,沙夜,,,,,「はい...」,
draw,,源七,怒,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,"「源さん、しばらく沙夜ちゃんを
消火にむかわせるのを
やめさせよう」",
draw,,酉助,通常,パターン1,右,膝上,,
draw,,源七,通常,パターン1,左,膝上,,
send,,沙夜,,,,,（え！？）,
draw,,酉助,通常,パターン1,右,膝上,,
draw,,源七,通常,パターン1,左,膝上,,
send,,,,,,,"酉助の思わぬ提案にみんな
驚いていた。",
draw,,酉助,通常,パターン1,右,膝上,,
send,,辰己,汗,パターン1,左,膝上,"「酉助さん!?
急にどうしたんだよ?」",
draw,,辰己,汗,パターン1,左,膝上,,
send,,酉助,汗,パターン1,右,膝上,"「俺の考えなんだけど、丙治が
沙夜ちゃんに危害を加える
可能性があるんだ」",
draw,,辰己,汗,パターン1,左,膝上,,
send,,酉助,汗,パターン1,右,膝上,"「もし仮に、沙夜ちゃんが丙治と
遭遇したら...」",
draw,,辰己,汗,パターン1,左,膝上,,
send,,酉助,汗,パターン1,右,膝上,"「俺のわがままなのは
わかってるんだ」",
draw,,辰己,汗,パターン1,左,膝上,,
send,,酉助,哀,パターン1,右,膝上,"「でも、危険な目には遭わせたく
ない」",
draw,,辰己,汗,パターン1,左,膝上,,
draw,,酉助,哀,パターン1,右,膝上,,
send,,沙夜,,,,,（酉助さん…）,
send,,卯太郎,怒,パターン1,中央,膝上,「オレは酉助さんに賛成かな...」,
send,,卯太郎,怒,パターン1,中央,膝上,"「詰所のことしてくれてるだけでも
十分大変なのに」",
send,,卯太郎,怒,パターン1,中央,膝上,"「沙夜がそこまで負担する
必要ないと思う!」",
send,,卯太郎,呆,パターン1,中央,膝上,"「オレも沙夜に何かあったら
嫌だ…」",
draw,,卯太郎,汗,パターン1,右,膝上,,
send,,辰己,通常,パターン1,左,膝上,"「確かに詰所のことをして
もらってるしな...」",
draw,,卯太郎,通常,パターン1,右,膝上,,
send,,辰己,通常,パターン1,左,膝上,"「俺は源さんと酉助さんの判断に
任せる」",
send,,源七,通常,パターン1,中央,膝上,「...おまえらの気持ちはよくわかる」,
send,,源七,通常,パターン1,中央,膝上,「沙夜はどう思う?」,
choice,6,,,,,,私は行きたいです,
choice,4,,,,,,本当は…,
choice,3,,,,,,みなさんがそう言うなら,
draw,,源七,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「私は、避難誘導と風を読むことしか
できないです」",
draw,,源七,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「でも、みなさんのお役に立てるなら、
ご一緒させてください！」",
draw,,源七,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「心配してくださるのは、とても
嬉しいです!」",
draw,,源七,通常,パターン1,,,,
send,,沙夜,,,,,"「でも、私も[め組]の一員として、
この町を守りたいです!」",
send,,源七,通常,パターン1,中央,膝上,「そういってるが、どうする、酉助」,
send,,源七,通常,パターン1,中央,膝上,"「俺は沙夜の意見を尊重する。
沙夜の判断はおまえに任せる」",
send,,酉助,照,パターン1,中央,膝上,「しばらく考えさせてほしい...」,
send,,,,,,,"苦しそうな表情のまま、酉助は
広間を出ていった。",
sceneEnd,minigame,,,,,,,
draw,私は行きたいです,源七,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「私は行きたいです」,
draw,,源七,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「自分が無力なのはわかってます」,
return,,,,,,,,
draw,本当は…,源七,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「本当は行くべきでないのかも
しれません」",
draw,,源七,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「でも私はみなさんのお役に立ち
たいです！」",
return,,,,,,,,
draw,みなさんがそう言うなら,源七,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「みなさんがそう言うなら
私はここに残るべきだと思います」",
draw,,源七,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「でも、私は役に立ちたいです」,
return,,,,,,,,
