コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
bgmPlay,kinpaku,,,,,,,
back,火事（昼）,,,,,,,
fadeout,2,,,,,,,
send,,,,,,,"丙治を目撃してから数日後、
江戸の町で火災が発生した。",
send,,,,,,,"[め組]は火災現場へ出動し、消火に
力を注いでいた。",
send,,源七,通常,パターン1,中央,膝上,"「風が吹いてるから火が
広がっちまうな...」",
send,,源七,怒,パターン1,中央,膝上,「気抜かねえでいくぞ!!」,
send,,組員,,,,,「おぉ!!」,
send,,沙夜,,,,,"「源七さん、風向きが変わります!
北から風が吹きます!!」",
send,,源七,怒,パターン1,中央,膝上,"「おう、わかった!
一部反対側を壊し始めてくれ!!」",
draw,,酉助,通常,パターン1,右,膝上,,
send,,源七,怒,パターン1,左,膝上,"「酉助!逃げ遅れてる人がいねえか
確認急いでくれ!!」",
draw,,源七,怒,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,「了解」,
draw,,酉助,通常,パターン1,右,膝上,,
send,,,,,,,"火が回ってきていない民家を
確認していたとき、火の上がる方を
見つめている男がいた。",
send,,酉助,汗,パターン1,中央,膝上,"「何してるんですか!?
ここは危ないから早く避難を...」",
draw,,酉助,汗,パターン1,右,膝上,,
draw,,丙治,喜,パターン1,左,膝上,,
send,,？？？,,,,,"「俺に指示出すなんて、随分
偉くなったな、酉助」",
draw,,丙治,喜,パターン1,左,膝上,,
send,,酉助,驚,パターン1,右,膝上,"「丙治さん......！？
どうしてここに」",
draw,,酉助,驚,パターン1,右,膝上,,
send,,丙治,怒,パターン1,左,膝上,"「俺がどこにいようが俺の
勝手だろう？」",
draw,,丙治,怒,パターン1,左,膝上,,
send,,酉助,怒,パターン1,右,膝上,"「俺は行方不明になったって聞いて、
心配だったんだ...」",
draw,,酉助,怒,パターン1,右,膝上,,
send,,丙治,通常,パターン1,左,膝上,"「心配される筋合いはないな。
もう[め組]の者じゃねえんだ」",
draw,,酉助,怒,パターン1,右,膝上,,
send,,丙治,通常,パターン1,左,膝上,「俺に関わろうとするな」,
draw,,酉助,怒,パターン1,右,膝上,,
draw,,丙治,通常,パターン1,左,膝上,,
send,,,,,,,"丙治の冷めた言葉に酉助は言葉を
失った。",
draw,,酉助,怒,パターン1,右,膝上,,
draw,,丙治,通常,パターン1,左,膝上,,
