コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
bgmPlay,evening,,,,,,,
back,広間,,,,,,,
fadeout,1,,,,,,,
send,,,,,,,"最近江戸では、放火事件が
立て続けに起きていた。",
send,,,,,,,"そのせいもあって、[め組]の
組員たちの間には緊張が
走っていた。",
send,,源七,怒,パターン1,中央,膝上,「最近組の者の顔が堅いな...」,
draw,,源七,怒,パターン1,左,膝上,,
send,,酉助,汗,パターン1,右,膝上,"「これだけ放火事件が
続いてるんだ。無理もないよ」",
draw,,酉助,汗,パターン1,右,膝上,,
send,,源七,通常,パターン1,左,膝上,"「その放火のことなんだが、一度
[や組]の頭領とも話をしようと
思ってるんだ」",
draw,,源七,通常,パターン1,左,膝上,,
send,,酉助,汗,パターン1,右,膝上,「[や組]と...?」,
draw,,酉助,汗,パターン1,右,膝上,,
send,,源七,通常,パターン1,左,膝上,"「何か情報があるかもしれない
からな」",
draw,,酉助,通常,パターン1,右,膝上,,
send,,源七,通常,パターン1,左,膝上,"「念には念をってところだ。
しばらく現場の監督はおまえに
任せる」",
draw,,源七,通常,パターン1,左,膝上,,
send,,酉助,喜,パターン1,右,膝上,"「わかった。
俺にも何かできることあったら
いつでも言って」",
draw,,酉助,喜,パターン1,右,膝上,,
send,,源七,喜,パターン1,左,膝上,「酉助は頼もしいな、助かる」,
draw,,酉助,通常,パターン1,右,膝上,,
send,,源七,通常,パターン1,左,膝上,"「じゃあ俺は[や組]へ行くから、
あとは頼んだ」",
draw,,源七,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,「うん、気を付けて」,
send,,,,,,,"源七と入れ替わりで沙夜が入って
くる。",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「酉助さん」,
send,,酉助,通常,パターン1,中央,膝上,「ん?」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「酉助さんにお会いしたいという
方がいらっしゃってるのですが...」",
send,,酉助,汗,パターン1,中央,膝上,「俺に...?」,
draw,,酉助,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,"「どうしても話がしたいと
言っていて...」",
send,,酉助,通常,パターン1,中央,膝上,どんな人だい？」,
choice,3,,,,,,あやしい人,
choice,4,,,,,,真面目な人,
choice,6,,,,,,奉行所の人,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「どうしましょうか?」,
send,,酉助,通常,パターン1,中央,膝上,「その人は玄関にいる?」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「玄関でお待ちいただいてます」,
send,,酉助,喜,パターン1,中央,膝上,"「そうか、直接会ってみるよ。
ありがとう」",
fadein,2,,,,,,,
back,黒,,,,,,,
send,,,,,,,"詰所の門まで行くと、1 人の男が
立っていた。",
sceneEnd,,,,,,,,
draw,あやしい人,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「あやしい人でした」,
send,,酉助,汗,パターン1,中央,膝上,"「あやしい人？それだけだと何とも
言えないな…」",
return,,,,,,,,
draw,真面目な人,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「真面目そうな人でした」,
send,,酉助,通常,パターン1,中央,膝上,「真面目…？」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「あの、何というか…悪い人には
見えなかったです」",
send,,酉助,通常,パターン1,中央,膝上,「あやしい奴ではなさそうだね」,
return,,,,,,,,
draw,奉行所の人,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「奉行所のお侍さんみたいでした」,
send,,酉助,汗,パターン1,中央,膝上,「奉行所の？」,
send,,酉助,汗,パターン1,中央,膝上,"「役人が詰所に来るなんて、
一体何の用だ…？」",
return,,,,,,,,
